year_harvest	NUMD	IRR	ETP_1	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_7	ETP_8	ETP_9	PR_1	PR_2	PR_3	PR_4	PR_5	PR_6	PR_7	PR_8	PR_9	RV_1	RV_2	RV_3	RV_4	RV_5	RV_6	RV_7	RV_8	RV_9	SeqPR_1	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_7	SeqPR_8	SeqPR_9	Tn_1	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_7	Tn_8	Tn_9	Tx_1	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_7	Tx_8	Tx_9
24	3	2	0.342875	0.437437	0.944083	2.37143	2.39814	2.98788	3.54622	2.34794	1.8211	2.76975	0.674395	2.96479	0.427896	1.98213	2.5371	2.26469	2.20333	2.72611	34.1329	71.4277	105.998	210.739	198.58	219.551	240.772	183.567	148.493	0.547531	0.319216	0.482444	0.150147	0.46503	0.559587	0.287182	0.398801	0.266667	2.54056	0.502186	0.41331	1.32918	7.7937	12.7451	14.5099	12.1893	11.0754	8.27037	8.66351	9.06502	13.6808	18.0074	21.9413	25.4791	21.9065	22.9897
27	3	2	0.197173	0.524922	0.921295	2.24633	1.80231	2.84227	3.83744	3.09505	2.69524	1.57969	2.57691	1.236	1.81364	4.9792	3.00292	0.842317	1.01893	0.200682	32.9334	76.4077	97.751	172.7	151.662	214.751	256.306	209.14	190.827	0.636883	0.319848	0.56209	0.509145	0.687411	0.538643	0.191265	0.354553	0.099705	-6.07911	-0.670366	0.521907	5.02192	7.72498	10.5511	13.998	11.7184	9.35837	-0.409657	6.86563	7.61004	14.2487	15.4354	19.2928	24.7295	22.9705	24.0245
29	3	2	0.335722	0.330252	1.00188	2.3546	2.65217	2.52361	3.3636	3.04621	2.05992	1.48967	2.00541	1.35786	1.95339	2.85089	4.13484	2.7707	0.977047	3.15427	41.5907	49.6332	109.184	192.414	206.035	181.621	222.855	214.434	158.507	0.427633	0.658028	0.442192	0.347493	0.575792	0.616224	0.493577	0.171282	0.370207	-5.41737	0.72967	0.243189	5.25832	6.44468	11.6318	14.6492	13.1991	12.8925	-1.07945	5.00863	7.72427	15.7168	15.2245	18.7541	23.1005	23.6987	23.641
31	3	2	0.356581	0.700439	1.42867	1.49147	3.70305	3.64131	3.73456	3.24666	1.94052	0.569716	1.11202	1.05543	4.56315	1.41805	1.19053	2.32039	1.25665	2.23589	63.2984	81.8213	127.744	140.296	268.342	246.459	246.652	227.11	155.506	0.202969	0.439317	0.271482	0.515929	0.298316	0.435398	0.277476	0.405652	0.349263	-0.943098	0.803297	3.72408	4.14124	9.67169	10.7174	14.3643	12.5724	9.55327	6.33951	9.45163	14.2258	11.6205	20.8991	20.848	24.7694	23.9924	20.8021
38	3	2	0.452814	0.528855	1.27367	2.26172	2.61276	4.05933	4.03153	2.92717	2.2455	2.4511	2.67726	0.981058	1.36073	3.23973	1.81642	2.36639	1.32053	1.67757	43.9129	63.9766	129.673	188.412	194.708	263.475	257.885	196.298	174.973	0.504425	0.602685	0.214388	0.258407	0.642878	0.287611	0.246931	0.441336	0.19528	2.19966	-0.276012	1.2024	4.5886	8.78957	12.7512	13.8645	13.1181	7.0635	8.09304	4.29528	10.165	15.0416	16.4198	22.6341	23.7493	23.3636	19.2119
43	3	2	0.496569	0.809279	1.15542	1.82689	3.06169	4.02804	3.86097	3.34627	1.90235	1.64174	0.818906	3.697	4.35741	3.93559	1.71328	2.76085	2.69092	2.34056	50.5124	83.4596	104.585	159.007	216.534	267.551	243.05	210.166	154.014	0.759635	0.264539	0.67799	0.777876	0.527833	0.302065	0.52298	0.40137	0.633038	2.74237	1.62923	5.72888	4.75669	10.8731	11.752	14.5971	14.6688	8.62433	7.74808	7.81452	12.9322	11.5685	19.3647	21.7593	24.3858	25.3812	17.8933
46	3	2	0.351705	0.734483	1.42089	2.06398	3.30965	4.14995	3.72579	2.96652	2.33459	4.20595	1.0929	1.99491	3.5583	1.34832	1.27507	3.01411	5.4725	0.981911	41.0647	102.336	146.371	176.292	246.955	270.59	237.229	199.085	170.443	0.741365	0.229173	0.474165	0.561652	0.389951	0.259882	0.470454	0.669997	0.309145	1.48647	-0.0995226	1.57985	5.27697	8.02875	13.1334	14.2311	14.5618	10.9163	6.33827	8.2812	10.3306	13.4509	18.0413	23.3621	23.8447	23.9966	21.8725
49	3	2	0.457069	0.882132	1.44307	2.85752	3.16059	3.52528	3.72188	2.9944	2.21203	2.24395	2.38341	2.79194	1.02173	3.2158	4.20715	3.7058	4.52268	2.39634	58.7484	90.5938	142.185	218.326	216.724	231.91	237.986	200.841	173.326	0.60491	0.558154	0.624322	0.319469	0.583785	0.709734	0.630602	0.587496	0.428909	2.81256	3.75377	2.38736	7.51929	11.0562	13.5821	14.0768	13.1826	8.45915	7.63545	10.5284	11.032	20.3886	19.0531	21.5786	22.0359	21.8027	19.0978
3	4	3	0.402149	0.921095	2.05302	1.87835	3.04726	3.67524	4.13617	4.14201	2.52707	2.29971	1.01609	0.00650529	4.55924	3.0295	2.93303	0.828604	0.976267	2.67337	59.7426	113.125	201.992	170.826	232.035	260.664	272.644	268.601	200.105	0.304106	0.246104	0	0.422727	0.321114	0.503636	0.320821	0.12346	0.0875758	-2.30598	0.486975	1.64814	4.98218	6.433	10.9939	12.0189	12.2145	11.6367	2.00259	7.37641	10.8751	12.3035	13.6984	18.0494	19.7172	21.6746	20.8989
5	4	3	0.367145	0.519945	1.05932	1.79935	3.0905	3.35551	3.99337	3.14647	1.78392	3.40778	3.40878	2.81715	3.22092	1.84857	4.15713	3.74003	3.50611	4.06497	66.5889	83.2563	130.861	170.625	241.048	243.346	268.144	227.365	149.157	0.53695	0.424675	0.319648	0.59697	0.328739	0.559394	0.576246	0.369501	0.528182	-5.38178	-4.94625	-0.240395	3.51146	6.31932	10.2842	13.7111	10.987	9.75311	-0.916996	-0.218744	5.71266	10.2185	13.9077	16.9613	21.5817	18.5752	16.0606
6	4	3	0.540797	0.679758	1.00028	2.06762	3.23576	3.75727	4.33349	3.59808	2.22885	0.473131	3.45875	4.46428	2.43322	1.55122	2.59184	1.65459	1.83445	2.6043	98.4875	89.4363	119.496	186.32	247.686	260.544	284.814	242.587	181.909	0.0953079	0.357367	0.484751	0.35303	0.345748	0.427879	0.408211	0.297067	0.298788	-2.51229	0.0847853	0.505643	3.77545	8.36627	11.7566	13.7413	12.234	10.7388	4.07136	5.15089	6.00218	10.72	16.4107	18.985	22.4235	20.0284	17.9706
11	4	3	0.443125	0.641536	0.942906	2.05383	2.64784	3.2818	4.19924	3.29776	1.94417	2.79532	3.74524	2.74243	1.46968	2.21007	3.08547	3.08337	2.17001	3.20922	68.2661	91.9002	111.673	178.579	207.588	243.437	275.188	227.657	169.081	0.265689	0.402922	0.518182	0.221515	0.335484	0.508182	0.510264	0.353959	0.551818	-1.79189	-4.31761	0.484762	2.97206	7.27612	8.66627	12.4328	11.9191	9.44996	3.11978	0.995881	6.32988	9.90617	14.9047	15.9719	20.6626	19.9577	17.8489
12	4	3	0.385373	0.755908	1.17006	2.21713	3.05149	3.20527	4.88522	3.49385	2.84234	4.94634	2.30862	2.25395	1.35541	2.49118	2.59472	0.82858	1.28019	1.11018	59.9471	94.9685	126.393	198.102	239.494	228.56	301.384	236.487	216.164	0.307625	0.309091	0.366569	0.225758	0.388563	0.535455	0.121994	0.268915	0.11697	-0.623102	-2.3347	-2.0419	1.24077	5.73732	11.4403	12.4304	11.7389	10.2798	4.05699	3.28889	4.17741	8.80596	13.7692	19.0298	21.757	21.9013	21.0053
14	4	3	0.38206	0.533497	1.20049	2.07226	2.55643	2.96249	4.03281	3.22366	1.55498	1.66771	5.76523	2.51453	2.42287	2.18211	4.72764	1.92264	2.13608	2.7219	60.1708	73.7648	135.799	187.05	211.521	225.1	276.152	229.879	155.981	0.323167	0.508464	0.370088	0.424545	0.385337	0.489697	0.435191	0.299707	0.462121	-1.98117	-0.241301	0.791435	2.40341	5.0597	9.16289	12.1833	10.1769	6.30891	2.61307	4.73491	8.29238	9.89152	13.0522	16.1168	20.2551	19.484	14.6197
15	4	3	0.48624	0.919254	1.53967	2.2254	2.55785	3.69112	4.02935	3.4073	2.32946	1.75016	0.794237	0.362659	2.69517	2.51127	2.05806	2.66813	2.7769	2.27093	75.6112	110.833	168.081	202.603	207.156	260.852	271.421	233.982	179.61	0.195601	0.0795455	0.119941	0.26697	0.437243	0.307273	0.297947	0.393548	0.173636	-1.84228	-3.24856	-1.62653	0.224159	7.41399	10.8417	12.5457	12.9139	9.85528	4.12262	2.94264	7.22482	8.30418	15.2931	18.5946	20.6218	22.1186	19.2682
16	4	3	0.419308	0.524754	1.0068	1.70038	2.74799	3.60958	4.5172	4.0669	1.94843	2.56404	5.44035	1.39652	3.12604	2.63576	2.29283	0.699357	1.40102	4.6061	64.3241	75.0947	111.629	168.398	218.467	255.026	286.945	256.983	164.768	0.245161	0.541234	0.388563	0.566061	0.353372	0.340606	0.0630499	0.252493	0.305152	0.492684	-0.669019	1.07823	1.8102	6.10311	9.26915	12.3391	12.3711	8.38549	6.03087	4.26569	7.61699	9.24418	13.7881	17.2296	21.5071	22.4556	16.4047
18	4	3	0.921965	0.761903	1.40526	1.74958	3.12595	4.04663	3.88151	2.96628	1.65566	0.519873	2.00384	2.22376	2.61943	1.42683	2.86509	2.89323	2.85085	3.93359	88.164	98.1694	170.028	178.611	247.017	281.297	263.935	224.699	160.884	0.0645161	0.253292	0.275953	0.472424	0.200586	0.504545	0.463636	0.521701	0.351212	-1.37556	-0.834885	-0.664466	1.61295	6.98062	11.0561	12.6826	10.0883	7.39237	5.24439	6.02562	7.44819	9.35693	16.1205	20.1203	20.7758	19.6539	15.2747
19	4	3	0.256995	0.561392	1.23685	2.08141	1.83496	3.01099	3.66455	2.75405	2.11804	5.07089	4.07526	2.73521	1.84033	5.70489	3.43353	3.7485	5.07773	0.390405	50.7705	92.9978	139.498	188.285	169.396	237.066	263.514	217.313	194.315	0.417595	0.571104	0.34956	0.193636	0.53607	0.420909	0.393842	0.329912	0.111515	-1.83804	-0.226657	1.95278	2.59675	5.44555	8.94912	11.3679	10.2098	8.06146	2.37994	5.93846	9.80628	10.8171	12.2266	16.0234	19.5356	18.5397	17.1813
21	4	3	0.373332	0.508928	1.00694	1.86859	3.0174	3.55987	4.44559	3.49928	2.28313	6.31673	3.19773	4.86183	1.85435	1.09681	2.48439	0.774639	1.16009	0.983585	58.3355	78.7983	122.9	180.81	234.616	253.051	283.284	239.382	191.195	0.448094	0.327273	0.349853	0.316667	0.0390029	0.446667	0.16393	0.222874	0.194242	-3.66984	-0.68944	0.151738	0.830469	5.88433	10.7184	12.6074	11.0481	8.71087	0.846695	4.68147	6.86263	8.65804	14.983	18.9293	22.2914	21.1225	18.6251
24	4	3	0.477114	0.569332	1.33517	2.29546	2.84774	3.20842	4.25526	3.25712	2.0879	0.833872	1.01467	1.25415	0.933414	1.51411	2.70627	1.35116	1.49567	2.34628	64.4005	102.008	152.803	206.968	235.893	227.432	271.914	231.325	166.575	0.150733	0.200974	0.292669	0.226364	0.204399	0.439394	0.306452	0.168328	0.345455	0.144547	-1.6436	-1.92626	2.45141	6.32689	11.6058	14.5179	12.244	10.7271	5.23573	5.06572	5.55643	10.9439	15.1686	18.7799	23.5501	21.246	19.256
27	4	3	0.450003	0.540427	0.997237	2.49338	2.12115	3.56006	4.54772	4.12339	2.96057	3.4028	1.43066	3.5471	1.01095	5.07133	1.74193	0.656514	3.08636	0.331719	63.2752	81.734	112.973	214.905	185.787	251.408	280.259	267.596	210.453	0.364223	0.319481	0.487683	0.269394	0.681818	0.394545	0.183578	0.124633	0.128182	-6.18226	-0.567381	-1.59994	2.16198	5.31986	9.70445	13.7429	11.8205	11.0199	-0.623272	5.84244	5.23909	11.4801	12.4647	17.7342	23.7067	22.2415	21.7086
29	4	3	0.499288	0.636944	1.18828	2.29773	3.02579	3.65724	3.75858	3.61194	2.49231	1.87363	2.92985	1.54009	4.25654	1.69832	2.84635	4.01702	3.54577	1.47072	75.2095	85.4365	134.053	196.493	239.379	263.486	253.745	240.352	189.931	0.218182	0.42013	0.229912	0.225758	0.354252	0.232121	0.587097	0.175953	0.245455	-4.4443	-1.27975	-1.77108	2.91534	4.67851	9.10122	12.4936	12.794	11.3339	1.76549	4.43489	4.84771	11.428	12.814	16.63	20.4098	22.3433	21.2789
31	4	3	0.466743	0.766096	1.69529	1.44286	3.33757	3.83663	4.36861	4.00294	2.10968	0.291783	2.93327	0.902363	6.20478	1.3082	2.4838	1.25239	0.659639	1.10814	92.6289	103.274	157.855	140.144	261.994	277.446	277.792	254.044	177.554	0.0639296	0.194481	0.0645161	0.498788	0.387977	0.453636	0.2739	0.180938	0.198788	-1.93613	-0.974228	1.85413	1.57494	7.22143	9.3772	13.5879	12.5451	8.89578	6.36162	7.52995	11.2947	8.26444	16.3587	17.9131	22.6735	23.069	18.3357
38	4	3	0.265171	0.622719	1.31419	1.84436	2.9435	3.75879	3.7198	3.02328	2.04823	6.01798	1.75459	1.08022	2.34988	2.39789	3.68771	2.53663	3.19189	2.34288	57.238	105.593	157.729	176.444	230.971	260.503	250.761	218.862	178.968	0.518182	0.370533	0.226979	0.464242	0.43695	0.655455	0.404106	0.458944	0.370303	-0.299748	-5.16992	-2.04534	2.16172	5.73481	9.87692	11.2734	10.0794	5.4049	5.23939	3.55904	8.27994	11.9773	15.3372	19.9205	21.4993	20.8418	16.1771
43	4	3	0.28555	0.914149	1.18097	2.44663	2.7685	4.59814	4.33844	3.99106	2.474	3.23774	1.05866	5.75093	0.979462	6.51826	0.709056	1.89352	0.495242	3.01745	67.3658	128.011	132.928	222.394	218.178	304.767	276.596	253.088	193.734	0.563636	0.131818	0.452199	0.099697	0.702346	0.138485	0.210264	0.0780059	0.245152	-1.80596	-2.888	1.44489	0.749828	7.38561	9.19586	11.7939	12.0847	5.19227	4.34215	7.33972	10.2042	11.4963	16.6924	20.9659	23.4428	25.5542	16.8151
46	4	3	0.373557	0.840569	1.51835	1.90983	2.88	4.55198	4.68361	3.69407	2.66268	2.36214	2.16618	0.3594	1.75123	1.62119	0.747512	0.725701	2.42061	1.07952	73.139	118.412	168.643	182.017	238.202	291.487	286.469	239.259	195.006	0.336657	0.160188	0.146334	0.389091	0.44956	0.315455	0.137243	0.310557	0.130606	-3.90686	-2.9319	-2.09179	1.35665	4.95331	10.2478	11.6062	11.2495	7.86209	3.43654	7.12245	8.88459	10.9402	14.7557	21.8645	23.927	23.8457	21.2073
49	4	3	0.537718	0.669688	1.3806	2.41313	3.14459	3.56101	5.34113	3.68197	2.76034	1.09197	1.80327	1.18406	1.58546	3.09068	3.35274	0.391847	1.43156	1.07151	81.5695	94.0506	147.279	196.671	226.238	247.079	309.527	237.233	204.175	0.226979	0.482792	0.383284	0.579091	0.472727	0.465758	0.098827	0.419648	0.240606	-1.303	-1.27555	-1.03942	4.46256	6.93036	9.88807	11.5624	11.1078	7.18536	7.77057	7.78436	9.62457	15.7403	17.0045	20.0956	23.9039	23.0019	19.9675
3	5	2	0.473051	0.93646	1.83755	1.93508	2.76244	3.52068	4.1329	3.87167	2.60803	3.61032	0.633313	0.00143376	4.31696	3.39942	3.42948	1.18236	0.503453	2.53202	56.098	116.741	199.209	188.884	231.32	262.832	287.795	270.162	204.456	0.318729	0.167377	0	0.448756	0.421762	0.49204	0.416466	0.0948483	0.105473	-0.973069	1.68998	2.6746	5.95874	7.08322	11.7617	13.1341	13.3892	13.013	2.36293	7.1421	9.73676	11.2151	12.7312	16.7518	18.7258	20.0689	19.4971
5	5	2	0.449289	0.598245	1.19155	1.70126	2.86433	3.29274	3.88527	3.44268	1.69399	5.13216	3.47828	2.9889	4.30095	1.3616	5.02707	2.37418	2.94847	3.44232	66.2585	82.143	152.165	174.144	244.411	246.192	266.19	244.281	151.079	0.481945	0.447228	0.25662	0.49602	0.508907	0.627363	0.46702	0.357246	0.489055	-3.99099	-3.46101	0.920669	4.23049	7.38275	11.1603	15.1279	12.6151	11.0496	0.00233483	0.541776	5.69727	9.21262	12.9183	15.8822	20.2261	18.0998	15.7036
6	5	2	0.629772	0.60995	0.894612	1.85573	3.13714	3.51395	4.04176	3.50587	2.22015	0.786261	7.43931	5.56225	4.0834	2.07374	3.73667	2.13217	1.02538	1.59897	92.9333	89.187	113.943	184.693	250.636	257.308	273.772	247.366	183.327	0.0967742	0.366444	0.594608	0.302488	0.319692	0.39801	0.435243	0.209918	0.29403	-0.396306	0.735754	1.80377	4.69477	9.45624	12.7764	15.0895	13.6413	11.9776	4.49114	5.05551	6.10143	9.76619	14.7775	17.7879	20.6364	19.3397	17.2288
11	5	2	0.531928	0.609833	0.886839	1.93767	2.51059	3.10845	4.12507	3.07592	2.15295	4.86662	4.83947	3.95607	1.90601	2.69536	3.72565	2.56503	2.29133	2.87564	67.6996	86.4676	110.528	175.677	210.893	244.551	282.39	222.181	181.276	0.225806	0.36887	0.590756	0.180597	0.283101	0.552736	0.392874	0.411651	0.395025	-0.520329	-3.13631	1.11739	3.61389	8.45622	9.43757	13.5679	13.0278	11.0246	3.75361	1.78248	6.00608	9.51239	13.6769	14.833	19.2398	19.118	16.9735
12	5	2	0.34167	0.876193	1.12203	2.27521	2.71695	3.38969	4.50933	3.2848	2.71646	8.8269	1.58441	2.16625	0.549023	3.37828	1.89697	0.672077	1.73997	0.935484	61.2901	95.0544	127.585	214.847	238.221	251.31	306.436	237.789	213.623	0.381801	0.192431	0.340876	0.135323	0.374097	0.427363	0.178142	0.192104	0.108458	0.570438	-0.963172	-0.842542	2.3199	6.44552	12.2426	13.3948	13.124	11.9476	4.35869	4.28372	4.47413	8.7409	12.4201	17.4744	19.9215	20.5029	19.5552
15	5	2	0.546732	0.939395	1.49749	2.08363	2.53388	3.52929	3.97146	3.3265	2.20075	2.43232	0.966848	0.141354	3.2021	2.4954	2.17131	2.49122	2.7712	1.92956	75.8483	109.775	165.995	205.503	211.481	267.118	277.005	234.431	182.99	0.141069	0.0767591	0.0698122	0.302985	0.431873	0.226368	0.359172	0.574386	0.148756	-0.284836	-1.75769	-0.0129284	1.20649	8.24416	11.6513	13.5041	14.4607	11.809	4.51904	3.8089	6.59932	8.0208	13.6619	17.0703	19.3473	20.7244	18.239
16	5	2	0.349513	0.598787	0.999855	1.67664	2.58936	3.51479	4.22306	3.68846	2.17692	3.07903	6.89145	2.26861	2.56466	3.69541	1.46608	0.533837	1.86937	4.58607	63.104	76.9494	116.027	176.289	224.945	263.911	291.498	249.698	177.786	0.287434	0.424307	0.329803	0.536318	0.443909	0.30398	0.0495908	0.257102	0.21791	1.79071	0.217607	2.02286	2.94263	6.90203	10.328	13.2327	13.8927	9.87682	5.83105	4.63436	7.19371	8.53342	12.3796	15.9502	19.5001	20.7383	15.8016
18	5	2	0.702558	0.775653	1.29805	1.63016	3.19912	3.6979	3.73984	2.87717	1.79066	1.21839	2.38865	2.27187	2.61838	1.86825	2.928	3.41461	4.49201	4.67474	88.0292	95.6076	162.421	176.73	266.756	268.883	269.434	223.284	173.884	0.0645161	0.274318	0.374097	0.501493	0.137217	0.465174	0.518536	0.583534	0.320398	-0.336927	0.769812	0.761168	2.77027	8.11104	12.1909	13.6097	11.4297	8.55157	5.35257	5.66718	6.53095	8.41255	14.2899	17.987	19.5209	18.1338	14.4706
19	5	2	0.40309	0.683617	1.2589	1.95617	2.14035	3.24234	3.91388	2.86058	2.10046	8.18188	5.08283	4.15019	2.44544	8.28989	2.12342	4.1351	4.67303	1.04439	53.8602	103.345	148.893	193.92	192.354	255.82	279.292	222.053	187.119	0.383727	0.365672	0.363024	0.274627	0.553683	0.379602	0.331728	0.313433	0.326866	-0.264521	1.20754	3.37335	3.69474	6.46053	9.90154	12.6322	11.5244	9.64526	3.04798	5.97295	8.85764	9.81503	11.6021	15.1023	18.433	17.4633	15.9162
21	5	2	0.581238	0.487306	1.11929	1.74771	3.14165	3.67638	3.98218	3.39115	2.14686	7.55133	3.59558	7.26849	1.85842	1.17051	2.17897	0.954191	0.924994	2.00977	61.3487	80.5243	136.64	185.861	257.999	265.297	275.375	249.783	188.556	0.443428	0.329424	0.276842	0.179104	0	0.547264	0.172845	0.187771	0.171144	-2.3267	0.302167	1.17017	1.81109	6.93059	11.9269	13.5693	12.3288	10.623	1.62008	4.55159	6.62814	7.9814	13.5348	17.506	20.0077	19.5578	16.9921
24	5	2	0.478882	0.616266	1.38938	2.02766	2.87353	3.36533	4.1144	3.22889	2.20028	1.04353	1.84094	1.48024	1.07046	1.48207	1.53795	1.63369	2.23488	2.70354	66.6605	105.917	162.401	203.289	247.827	239.459	271.149	233.975	175.714	0.140106	0.308635	0.297545	0.261692	0.202215	0.334826	0.401059	0.264805	0.31592	1.07006	-0.520635	-0.630047	3.43906	7.51851	12.4289	15.5695	13.4085	12.2007	5.51795	4.94373	5.64552	9.59153	13.5946	17.7971	21.8538	20.1093	18.525
27	5	2	0.344806	0.532507	1.06903	2.37425	2.17788	3.62028	4.30207	4.1003	2.79795	5.03903	0.939479	4.94372	0.827193	6.36979	1.12133	0.510925	0.923614	0.286494	60.5686	84.3887	125.687	219.95	192.59	269.575	278.848	276.508	209.336	0.458835	0.310235	0.534425	0.134826	0.574868	0.224876	0.163698	0.106403	0.110448	-4.4262	0.543969	-0.196469	3.21372	6.63014	11.0112	15.5033	13.7607	13.1535	0.303382	5.43972	5.56606	10.5575	11.7456	16.7383	21.747	20.9101	20.023
29	5	2	0.602232	0.586118	1.22187	2.20833	2.91477	3.8046	3.92693	3.78173	2.43188	2.86574	4.49394	1.13786	5.18041	2.06061	1.89138	4.25952	2.669	1.17171	75.4694	85.2439	137.343	203.201	244.921	275.597	262.234	255.289	189.579	0.211844	0.447228	0.220029	0.254726	0.257583	0.223881	0.461242	0.13818	0.192537	-2.1462	0.28421	-0.452242	4.41729	6.1563	10.514	14.3728	14.6764	13.7411	3.00512	4.61349	4.63383	9.9084	11.667	15.4003	19.4455	20.8013	19.9855
31	5	2	0.462197	0.758634	1.51257	1.42144	3.16465	3.96771	4.04667	3.89667	2.01611	0.0661483	4.1132	0.275341	8.70535	1.15288	1.49563	2.55171	0.639886	1.70016	93.2113	120.202	165.973	155.272	261.966	291.707	272.79	267.264	181.653	0.0341839	0.194563	0.129032	0.420896	0.316322	0.324876	0.400096	0.233991	0.248756	0.899581	1.11017	3.8491	3.00505	8.46511	10.9445	14.9301	14.4275	10.7589	6.44621	7.09462	10.1159	8.13126	13.9526	16.1924	20.4564	21.194	16.938
38	5	2	0.361609	0.722875	1.26558	1.99947	3.22458	4.09847	4.03672	3.22681	2.0791	11.7348	2.71811	1.3201	3.5479	3.30237	1.91094	2.12607	2.09799	3.31014	68.8565	119.517	163.737	199.687	260.377	284.648	272.383	233.39	186.747	0.58209	0.415852	0.332691	0.479104	0.392874	0.446766	0.47039	0.412133	0.354229	1.44329	-2.22005	0.357602	4.56636	7.55132	11.7793	13.2882	12.7304	8.15435	5.83779	4.3746	7.22657	10.631	14.394	19.3049	20.6423	20.6603	15.674
43	5	2	0.370809	0.981891	1.64548	2.50183	3.05085	4.84392	4.58628	4.34095	2.55091	5.0577	1.63051	5.61605	0.927881	4.83496	0.502781	1.63485	0.204715	2.32671	72.2811	136.178	163.52	237.378	235.23	329.581	295.618	275.799	205.917	0.538758	0.215885	0.441502	0.200995	0.602793	0.287065	0.409244	0.0934039	0.262687	0.133532	-0.0821305	3.61217	2.98996	9.44254	11.5067	13.8773	15.294	8.26538	5.39293	7.78225	10.7274	11.2507	16.054	20.2773	22.7292	24.6369	16.9996
46	5	2	0.706487	0.97704	1.57238	2.33027	2.97344	4.60984	4.81891	4.12888	2.80573	0.856542	3.32224	0.730082	3.34133	2.08665	1.25598	1.03479	1.58064	1.44529	88.9263	127.64	173.334	211.965	247.697	307.525	302.18	265.772	211.99	0.292248	0.20175	0.284545	0.441791	0.611459	0.269652	0.346172	0.263361	0.144776	-0.376814	0.893773	0.795691	3.81623	7.01739	12.4501	14.3924	14.4432	11.8556	5.36656	7.6224	8.43241	10.4614	13.3639	20.6243	22.6349	23.1156	20.2896
3	6	2	0.296933	0.773385	1.81598	1.84892	2.7178	3.41458	3.60919	3.5991	2.34658	2.66659	1.16353	0.051343	3.12298	3.42104	3.01735	1.00933	0.534217	1.96999	39.339	87.8925	174.735	150.493	199.754	231.551	233.473	231.483	168.66	0.474707	0.340097	0.0458211	0.512879	0.33871	0.383333	0.304252	0.176686	0.103788	-0.875475	2.49327	1.57797	6.72956	7.57394	12.4745	12.9078	12.4269	12.6772	3.44663	9.78527	12.1606	15.6323	15.5681	20.7948	22.2248	23.3113	24.2599
5	6	2	0.389681	0.476696	1.02078	1.77559	3.07543	2.80781	3.60355	2.32744	1.38966	3.8422	3.06714	1.73838	4.09133	1.91869	7.71594	3.55796	7.99357	3.83443	54.5119	73.6444	103.796	148.051	223.385	203.409	242.757	173.174	120.259	0.475073	0.463068	0.470674	0.407955	0.339076	0.484091	0.485337	0.490836	0.442045	-4.80187	-3.97761	1.39733	5.01972	7.23043	11.6839	14.5643	11.4325	10.4741	-0.192256	0.853409	8.80422	12.3514	15.6473	19.4199	23.5669	19.8993	17.6498
6	6	2	0.425874	0.683133	0.870083	1.69679	2.81284	3.97662	4.92443	3.2953	1.84944	2.03818	7.47249	5.38187	3.97504	3.12739	2.28017	0.680902	3.58164	2.9878	68.1882	64.893	89.4498	140.054	204.689	249.171	290.653	212.41	148.732	0.160191	0.467085	0.524927	0.392424	0.335044	0.295833	0.189516	0.332845	0.217803	-1.76927	2.00847	1.67288	4.9649	9.50288	12.8668	14.7654	12.5245	11.4569	2.25729	6.11596	7.07914	12.3228	18.1242	21.1227	25.9669	21.7654	19.6546
11	6	2	0.350247	0.560686	0.818489	1.66647	2.36441	2.44445	4.05193	2.86198	1.65164	5.00578	4.2978	3.73726	3.57312	3.78336	3.3586	1.52027	1.72738	5.49294	46.5249	78.2109	83.4633	144.946	176.24	175.491	250.12	192.837	136.951	0.428152	0.427354	0.559751	0.388258	0.374267	0.473864	0.284824	0.392595	0.625	0.168139	-2.64628	2.82753	4.18769	8.51285	10.0564	13.8916	13.0663	11.1015	5.06559	3.20803	7.9728	11.7778	16.3034	17.0849	22.895	21.5571	18.8789
12	6	2	0.363121	0.529489	0.917142	1.5974	2.74031	3.25469	4.0115	2.93912	2.52442	7.09834	1.3544	3.39281	2.07404	4.13567	2.33198	0.555828	1.31339	1.9828	39.8899	54.1143	93.3389	139.679	201.191	219.343	245.793	192.795	180.954	0.572214	0.51664	0.392229	0.417803	0.326979	0.324621	0.226906	0.291056	0.115152	0.528952	-0.22666	-0.979167	2.43291	7.81302	13.3158	13.482	13.3693	10.843	5.52397	4.81838	5.14766	10.2459	15.4898	21.4489	22.9028	23.18	21.4942
14	6	2	0.341568	0.614678	1.06795	1.68066	2.39005	2.74899	3.83022	2.87928	1.65152	5.52128	8.78739	3.55057	1.05581	2.21741	4.28175	0.901192	2.35797	1.60026	40.1681	58.8505	117.189	134.84	186.727	200.19	246.036	198.972	143.794	0.61327	0.549765	0.476173	0.375758	0.407625	0.476894	0.302053	0.285924	0.245455	-0.0825785	2.29502	2.24624	3.94154	7.1369	10.3381	13.2047	11.8405	7.20877	3.79526	6.95003	10.4666	10.3643	15.0981	18.0209	21.8858	20.8638	16.0506
