"year_harvest"	"NUMD"	"ETP_1"	"ETP_10"	"ETP_11"	"ETP_12"	"ETP_2"	"ETP_3"	"ETP_4"	"ETP_5"	"ETP_6"	"ETP_9"	"PR_1"	"PR_10"	"PR_11"	"PR_12"	"PR_2"	"PR_3"	"PR_4"	"PR_5"	"PR_6"	"PR_9"	"RV_1"	"RV_10"	"RV_11"	"RV_12"	"RV_2"	"RV_3"	"RV_4"	"RV_5"	"RV_6"	"RV_9"	"SeqPR_1"	"SeqPR_10"	"SeqPR_11"	"SeqPR_12"	"SeqPR_2"	"SeqPR_3"	"SeqPR_4"	"SeqPR_5"	"SeqPR_6"	"SeqPR_9"	"Tn_1"	"Tn_10"	"Tn_11"	"Tn_12"	"Tn_2"	"Tn_3"	"Tn_4"	"Tn_5"	"Tn_6"	"Tn_9"	"Tn17.2_1"	"Tn17.2_10"	"Tn17.2_11"	"Tn17.2_12"	"Tn17.2_2"	"Tn17.2_3"	"Tn17.2_4"	"Tn17.2_5"	"Tn17.2_6"	"Tn17.2_9"	"Tx_1"	"Tx_10"	"Tx_11"	"Tx_12"	"Tx_2"	"Tx_3"	"Tx_4"	"Tx_5"	"Tx_6"	"Tx_9"	"Tx010_1"	"Tx010_10"	"Tx010_11"	"Tx010_12"	"Tx010_2"	"Tx010_3"	"Tx010_4"	"Tx010_5"	"Tx010_6"	"Tx010_9"	"Tx34_1"	"Tx34_10"	"Tx34_11"	"Tx34_12"	"Tx34_2"	"Tx34_3"	"Tx34_4"	"Tx34_5"	"Tx34_6"	"Tx34_9"	"Class"
"46"	46	1	0.266524	0.794066	0.480285	0.27553	0.575999	1.14777	1.69526	2.94699	3.80313	2.11689	5.52926	6.19408	3.57323	3.01806	1.36197	2.71063	1.61572	2.20672	1.70761	2.61129	39.8615	80.382	55.6703	41.2528	93.1877	127.154	151.119	224.74	251.507	159.31	0.733871	0.65568	0.595652	0.457223	0.272864	0.364306	0.50942	0.504909	0.278261	0.335145	-0.850593	4.17916	2.99493	-0.395879	-1.64754	0.634774	4.82391	7.79062	12.4308	9.71869	0	0	0	0	0	0	0	0	0	0	4.1609	12.2704	10.468	5.42105	6.56604	9.64891	13.5854	17.49	22.1757	20.7992	23.8043	10.5109	12.4674	27.4565	20.9674	18.4457	7.1413	2.97826	0.141304	0.0108696	0	0	0	0	0	0	0	0	0	0	0
"47"	47	1	0.319102	0.708963	0.297106	0.263182	0.455674	1.27039	1.80045	2.9884	4.24619	2.05321	2.52414	7.06317	2.51809	2.54154	2.95712	1.48404	7.32924	2.58201	1.8523	1.35251	61.7537	78.0793	56.3565	42.0253	84.8605	143.753	155.018	219.549	279.853	162.635	0.368864	0.686185	0.224638	0.531907	0.392469	0.518583	0.503623	0.407784	0.372464	0.260507	-2.01311	9.7172	1.83388	-0.434548	-3.51868	1.01874	5.65148	9.58595	14.3367	10.3765	0	0	0	0	0	0.076087	0	0	0	0	4.18449	16.5048	8.03439	4.20356	2.84559	10.5796	13.6186	18.9145	24.1884	20.7601	21.7174	2.36957	20.9891	25.7283	21.7283	11.2391	7.07609	1.02174	0.0108696	0.336957	0	0	0	0	0	0	0	0	0.0434783	0	0
"50"	50	1	0.382897	1.06406	0.488181	0.267255	0.753829	1.06345	1.76532	2.3968	3.37736	2.23008	3.60116	0.835231	3.61199	3.25287	1.3373	4.13609	5.84006	2.5594	3.24835	3.30476	54.968	115.425	66.3985	45.5979	105.59	111.6	157.956	187.186	225.731	177.957	0.474053	0.324684	0.458333	0.421459	0.223763	0.728261	0.680797	0.425666	0.564493	0.429348	0.885499	5.79278	0.725513	-1.5054	0.163418	1.31305	4.69795	11.2836	13.3367	8.97415	0	0	0	0	0	0	0	0	0	0	6.80339	14.3311	6.71709	3.29681	9.22737	8.4354	12.7224	19.5796	20.9491	18.5958	23.3587	5.86957	23.337	21.2609	16.6957	17.25	7.75	0.076087	0.695652	1.31522	0	0	0	0	0	0	0	0	0	0	0
"53"	53	1	0.304486	0.939174	0.324441	0.222479	0.496227	1.27285	2.8693	3.22455	3.16525	1.84136	2.10549	2.66639	3.9559	3.94869	1.91258	1.84646	0.99471	1.11584	3.87388	3.8241	55.3331	98.1686	45.6297	38.0446	78.2025	140.117	223.217	231.127	215.609	160.495	0.267532	0.297686	0.782609	0.510519	0.34045	0.363604	0.194203	0.263675	0.47971	0.401087	-0.523865	6.51137	3.47781	-2.4089	0.448334	2.82035	7.34389	10.8229	12.4652	8.91444	0	0	0	0	0	0	0	0	0	0	4.59875	13.9181	8.25008	2.58727	6.95589	11.8336	18.8728	21.5035	21.1584	19.3777	18.6087	8.98913	15.5978	16	19.1087	10.8696	0.456522	0.228261	0.293478	0.684783	0	0	0	0	0	0	0	0	0	0	0
"54"	54	1	0.195797	1.02356	0.39474	0.22976	0.642629	1.97185	1.46523	2.94593	3.33225	2.01783	4.56162	2.77148	1.53113	7.25244	0.509397	1.31373	5.29683	3.25825	4.97902	1.92118	41.6485	106.244	58.0667	34.0861	108.198	180.442	126.915	214.992	222.28	161.025	0.627279	0.429874	0.440217	0.807153	0.175037	0.267181	0.731884	0.507714	0.521377	0.471014	0.638517	7.27773	4.26509	1.85039	-5.80754	3.54845	5.45977	10.16	14.2613	11.8047	0	0	0	0	0.293478	0	0	0	0	0	4.85671	15.7755	11.0525	6.40045	1.69635	15.1713	12.6932	18.8857	22.3083	22.258	25.1957	3.1413	10.9674	23.4674	13.4348	5.95652	8.75	0.706522	0.108696	0.195652	0	0	0	0	0	0	0	0	0	0	0
"56"	56	1	0.263554	0.752244	0.398454	0.428695	0.517719	1.52219	2.19877	2.84896	4.1659	1.92142	4.52182	5.07596	6.16529	3.99883	6.3011	1.86698	1.88339	3.57885	2.27005	3.34686	43.0696	82.8714	59.6866	54.8164	70.9145	160.32	190.935	216.449	272.341	151.352	0.692146	0.649018	0.592391	0.343969	0.707686	0.205119	0.327899	0.506311	0.36087	0.525362	2.3691	10.0293	2.23422	0.000489875	2.15629	2.71798	6.67189	8.95048	14.1774	11.3253	0	0	0	0	0	0	0	0	0	0	6.68844	15.9468	6.70601	6.00003	7.7774	12.3571	15.4464	16.6477	23.3318	19.2113	24.6304	3.05435	21.2717	23.7826	21.5	8.81522	1.97826	1.83696	0	0.695652	0	0	0	0	0	0	0	0	0	0	0
"57"	57	1	0.258062	0.946536	0.363309	0.215461	0.631981	1.21639	2.65033	3.45706	4.29221	2.10375	4.62261	4.5539	5.51263	2.89435	3.12044	3.0901	2.56359	3.30274	2.15365	1.02071	43.6855	101.08	50.8904	38.2071	94.1695	134.457	215.002	247.064	278.418	172.669	0.605891	0.502104	0.651449	0.741585	0.37073	0.354839	0.378986	0.469495	0.486232	0.355797	-0.248729	9.41252	6.00989	1.24124	-1.40188	2.33859	6.04836	10.1326	14.2745	11.7953	0	0	0	0	0	0	0	0	0	0	4.79849	17.3862	11.6068	5.36303	4.02147	10.5863	15.5196	18.4169	23.9255	20.5657	23.837	0.826087	10.6739	25.5	22.2609	13.1196	4.48913	1.07609	0	0.0543478	0	0	0	0	0	0	0	0	0	0	0
"58"	58	1	0.32374	0.905635	0.520022	0.316191	0.535904	1.32943	1.78956	2.66587	3.24406	1.99241	5.48834	2.70152	2.62683	1.0792	4.17885	2.98723	4.64202	6.01355	4.43701	4.79926	53.3611	107.976	73.6959	58.8451	76.1455	143.412	164.865	204.017	219.199	169.676	0.767532	0.426367	0.508696	0.329243	0.577961	0.472651	0.566667	0.567321	0.592391	0.430435	1.98626	5.58431	3.81785	3.40938	1.92703	1.08693	5.67779	8.92889	13.5651	9.25175	0	0	0	0	0	0	0	0	0	0	6.5553	12.8899	10.9829	9.92646	7.15092	8.82622	12.6485	16.5584	20.7362	18.5506	23.1304	6.18478	11.087	15.6304	21.413	18.337	8.73913	2.54348	0.0543478	0.25	0	0	0	0	0	0	0	0	0	0	1
"61"	3	2	0.396888	0.659091	0.548173	0.295912	0.683701	1.41561	1.60884	3.04152	3.21018	1.50453	3.19292	3.64745	3.16937	2.34229	2.40403	0.471456	2.38804	1.40838	1.83301	1.62996	31.4136	53.2027	28.8101	22.2883	61.7952	132.952	113.16	204.557	212.156	118.547	0.432088	0.671477	0.669591	0.539049	0.583647	0.136106	0.724561	0.38738	0.354678	0.476608	0.619285	7.86853	5.47463	0.803708	3.8973	2.51622	8.01704	7.23772	11.1177	9.21761	0	0	0	0	0	0	0	0	0	0	4.01143	13.1037	9.73414	4.07421	10.0464	11.8138	14.9969	15.6002	19.9077	17.5039	23.5789	2.23684	16.2105	26.8246	15.7632	8.10526	0.0614035	0.201754	0	0	0	0	0	0	0	0	0	0	0	0	1
"62"	4	2	0.529395	0.904042	0.409181	0.469162	0.762852	1.05084	1.95481	2.43373	3.59346	2.03773	2.51824	3.23956	2.18931	2.15036	2.17298	2.11454	1.88528	1.78082	0.291129	2.0318	37.7789	69.954	37.083	32.7838	61.4451	103.624	132.833	162.733	235.668	139.286	0.635257	0.544143	0.459649	0.434069	0.417607	0.340407	0.469006	0.660158	0.074269	0.409064	1.90495	8.05966	2.76341	0.413605	0.0163625	-0.771413	5.0812	6.97082	9.91038	13.07	0	0	0	0	0	0	0	0	0	0	5.82381	14.6081	7.083	5.66847	5.15838	5.5269	11.818	13.8305	19.273	22.3144	23.5263	3.74561	27.1491	12.5	25.8158	26.3246	12.7456	3.35088	0	0	0	0	0	0	0	0	0	0	0	0	0
"63"	5	2	0.359494	1.18393	0.337453	0.4237	0.536619	1.19532	1.66714	2.3857	2.77947	1.73332	0.795149	1.49548	1.72781	1.75643	0.482012	1.71449	1.29811	2.36396	4.03649	1.70681	44.5067	101.632	28.6609	33.2973	67.7915	89.4978	119.403	165.128	168.085	125.512	0.353424	0.336163	0.511696	0.318053	0.292607	0.584324	0.345906	0.411998	0.610819	0.294152	-6.40738	6.08228	2.45901	-2.50518	-4.94581	2.50769	5.28425	7.31826	12.2424	8.63792	0	0	0	0	0	0	0	0	0	0	-2.00166	14.7513	6.24308	2.66437	0.353953	8.84324	12.7756	14.9954	18.8694	18.1126	10.6842	5.90351	23.9211	21.5526	15.5439	18.7368	4.54386	1.20175	0	0	0	0	0	0	0	0	0	0	0	0	0
"64"	6	2	0.236385	0.761021	0.583943	0.256431	0.607098	1.02859	1.91294	2.91879	3.25358	1.68002	0.92871	1.50959	3.69475	0.367042	0.873912	2.16809	1.27991	0.541249	1.5461	1.14936	36.2369	69.2028	36.6934	33.8506	54.9015	91.1477	140.97	200.979	207.572	118.843	0.304188	0.299094	0.541228	0.144878	0.352692	0.476797	0.471053	0.189587	0.449123	0.408772	-1.81046	6.13532	6.09241	-2.98429	2.69415	1.356	4.91734	9.61365	10.8733	10.6075	0	0	0	0	0	0	0	0	0	0	1.73483	12.8911	11.2033	0.937146	7.19292	6.49413	12.3682	19.149	20.2536	17.951	20.6316	3.25439	10.2018	18.3596	21.6404	18.2544	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"65"	7	2	0.370169	0.732278	0.386282	0.37604	0.573141	1.31142	1.68496	2.31992	3.14949	1.97109	3.08529	2.4235	2.6087	1.50685	0.451441	1.95879	2.10492	2.11048	1.80526	1.50913	29.5307	74.1414	39.5435	32.8393	65.2025	103.161	123.252	158.753	199.227	141.015	0.716752	0.420487	0.377485	0.328523	0.276629	0.486984	0.661696	0.489813	0.423392	0.290643	0.883438	4.56675	4.41196	0.0421074	-1.69617	2.30112	4.47987	8.47982	11.2673	10.1439	0	0	0	0	0	0	0	0	0	0	4.46698	11.5959	8.30233	3.62545	2.86596	8.86857	11.6974	15.6313	19.6135	20.233	27.3947	14.2105	20.8772	21.1579	25.1404	12.3596	8.23684	0.315789	0	0	0	0	0	0	0	0	0	0	0	0	0
"66"	8	2	0.457717	1.07029	0.49934	0.464021	0.689151	1.12384	1.52728	3.03561	3.25609	1.38051	1.51589	0.660592	3.25674	5.04076	2.1308	1.09313	3.22496	1.71884	2.53049	3.50892	38.5757	114.429	38.1115	21.7096	41.2615	91.2616	110.719	203.495	209.252	99.461	0.448217	0.139785	0.545906	0.763158	0.626253	0.393322	0.603216	0.327391	0.472515	0.619883	-1.90838	5.37484	1.62986	2.85923	5.15404	2.11502	6.26321	8.34109	12.7041	8.89648	0	0	0	0	0	0	0	0	0	0	2.61499	14.9293	6.7082	6.72806	9.4426	8.33805	13.4802	16.7615	20.7695	16.6001	16.193	0.868421	21.5526	25.2719	13.6842	24.7456	2.4386	0.578947	0	0	0	0	0	0	0	0	0	0	0	0	1
"67"	9	2	0.32645	0.700389	0.406062	0.431613	0.840901	1.34125	1.90892	2.40341	3.23153	1.96357	1.19046	3.69768	2.74899	4.53082	1.72615	1.27317	0.793519	2.23031	0.932503	0.933328	34.8154	53.7633	28.7826	22.7549	62.4337	101.281	145.847	162.754	210.086	151.592	0.402094	0.619128	0.539766	0.692699	0.457707	0.502264	0.288304	0.525184	0.195029	0.266082	0.549104	9.06201	2.02596	2.3691	2.39009	3.39725	3.09878	7.99492	10.4616	9.69763	0	0	0	0	0	0	0	0	0	0	4.36582	14.275	6.24799	6.3652	7.62861	10.0409	11.8247	15.8721	19.1941	19.5083	22.3158	7.33333	24.7895	26.4737	18.9474	16.8772	9.12281	2.97368	0	0	0	0	0	0	0	0	0	0	0	0	0
"71"	13	2	0.361015	0.807697	0.613198	0.25965	0.495556	0.978499	2.15499	2.69535	2.44746	1.83101	2.05484	1.31248	2.05769	1.1279	1.63359	0.926773	0.91114	3.01506	3.34342	1.09669	31.2981	63.1057	37.3224	33.0996	54.0666	98.9049	180.187	196.997	164.187	127.464	0.549236	0.364177	0.504678	0.326259	0.399436	0.394737	0.190058	0.458687	0.572807	0.247076	0.117473	7.26447	4.58383	-0.76772	0.683353	-0.643787	4.00436	9.96473	10.361	10.0454	0	0	0	0	0	0	0	0	0	0	4.33939	13.3791	10.1921	3.4776	5.29942	5.89832	14.5055	18.9749	17.2798	19.8853	23.4298	4.07018	14.4474	20.0789	26.2544	20.6667	6.24561	0.00877193	0	0	0	0	0	0	0	0	0	0	0	0	0
"73"	15	2	0.282957	1.01471	0.360201	0.38035	0.434708	1.36732	1.48826	2.57384	3.50521	1.70098	0.979383	0.69167	3.53892	0.860205	1.95006	0.326587	1.53985	2.81223	1.19484	1.46642	34.3349	100.867	37.4041	35.1301	53.3687	139.964	123.232	178.806	230.249	138.852	0.367572	0.267119	0.627193	0.354273	0.626253	0.100736	0.517251	0.529994	0.159357	0.315497	-0.0262316	4.0725	3.15601	0.964011	0.399345	0.0797633	2.74504	8.72369	11.9781	7.05616	0	0	0	0	0	0	0	0	0	0	3.59795	14.1456	7.52277	5.53854	4.42672	9.84554	10.3839	16.3348	21.0013	16.8935	29.4211	2.88596	23.6579	24.7807	27.7719	16.8158	17.1228	0.280702	0	0	0	0	0	0	0	0	0	0	0	0	0
"75"	17	2	0.481518	0.664606	0.515004	0.489469	0.563456	0.751856	1.72103	2.49688	3.5271	1.46359	2.39957	4.37858	2.71108	2.3153	0.57633	2.56904	1.60354	1.96285	1.43827	3.88547	29.0612	52.2298	31.6551	26.5429	90.134	64.8255	132.374	176.87	224.212	98.2101	0.657612	0.84833	0.807018	0.628749	0.16604	0.728353	0.58655	0.490662	0.319298	0.64883	3.95778	4.69094	4.41269	4.16135	0.237179	2.39926	4.44991	7.1128	10.7686	9.36918	0	0	0	0	0	0	0	0	0	0	7.88255	9.23421	8.81534	8.81785	7.70426	6.51571	11.3003	14.8808	19.0186	16.5194	24.9035	20.0702	18.7456	21.2193	24.8596	27.4386	12.8158	0.631579	0.184211	1.5	0	0	0	0	0	0	0	0	0	0	1
"77"	19	2	0.315161	0.679754	0.385153	0.245383	0.513664	1.02065	1.67459	2.44664	2.30394	1.36916	2.36945	2.24914	2.01679	1.72982	3.08864	1.69281	2.33331	2.5554	2.70681	1.64006	34.4696	59.7841	31.9458	30.7525	49.3045	94.8446	139.392	174.21	153.396	107.887	0.535654	0.523486	0.61462	0.473118	0.786028	0.527731	0.44269	0.581777	0.634503	0.433626	1.15885	8.57755	4.13676	-0.925646	3.09188	3.5926	2.89158	7.94021	10.9127	9.5357	0	0	0	0	0	0	0	0	0	0	4.38648	14.3719	8.08128	2.95518	7.58014	10.3864	10.5218	15.619	17.6181	18.5197	26.5877	2.14035	24.9211	24.2719	20.807	12.6404	13.5439	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"78"	20	2	0.305264	0.774805	0.543772	0.317936	0.437892	0.950385	1.67122	2.40363	2.53845	1.87316	2.30288	1.77351	3.252	1.67775	2.34794	3.47057	1.98455	2.61146	2.80413	0.319215	28.2027	72.6558	36.9132	33.1952	39.6729	78.8697	145.952	173.66	179.381	140.519	0.594227	0.394454	0.598246	0.499434	0.581767	0.593379	0.594444	0.420487	0.547661	0.176608	0.738842	7.92389	3.88848	2.35512	-0.377226	3.30183	3.25636	8.47978	10.7577	7.84282	0	0	0	0	0	0	0	0	0	0	4.16436	15.1402	8.54346	6.75995	3.70328	9.30995	10.7155	15.2795	17.9806	18.3275	30.8684	0.333333	14.8596	26.1316	13.7105	18.0351	12.8947	1.95614	0	0	0	0	0	0	0	0	0	0	0	0	0
"79"	21	2	0.272738	0.832503	0.323372	0.388409	0.4683	0.846944	1.74823	2.22125	3.04896	1.54712	1.15003	0.481676	0.548868	3.34736	2.07844	4.17845	2.39856	2.04094	1.7793	2.07203	35.4506	89.7418	53.4817	28.015	50.7275	68.8055	132.819	161.315	199.733	121.395	0.389926	0.201471	0.110819	0.481041	0.503446	0.854273	0.560234	0.540747	0.376023	0.283041	-5.14696	6.19575	1.83484	1.03281	-0.906677	2.34985	4.13951	7.6924	11.6823	8.76994	0	0	0	0	0	0	0	0	0	0	-1.21696	14.5978	7.39845	5.64142	3.30301	7.83656	11.2692	15.6912	18.9482	17.8528	14.9123	1.60526	17.6491	16.7544	21.8684	23.2807	14.386	5.98246	0	0.122807	0	0	0	0	0	0	0	0	0	0	0
"80"	22	2	0.328685	0.633737	0.283692	0.440715	0.543174	0.857073	1.99074	2.96695	2.75875	1.80838	1.62718	2.04426	2.97868	4.27765	2.38212	2.9253	0.886629	1.89161	3.1049	0.815605	44.0406	65.9412	45.3825	25.4113	58.3592	75.476	154.889	203.672	180.506	145.194	0.402094	0.344369	0.35731	0.621675	0.425287	0.522071	0.323977	0.291737	0.639474	0.221637	-1.66089	7.98551	2.60994	3.5874	2.96256	2.61274	3.83178	7.34363	10.6881	8.84385	0	0	0	0	0	0	0	0	0	0	2.03495	14.7588	7.94822	6.90446	7.7541	7.77226	11.4413	15.7786	17.83	19.1607	22.1053	3.33333	20.4474	19.2632	24.5439	24.8421	15.6316	1.58772	0	0	0	0	0	0	0	0	0	0	0	0	0
"81"	23	2	0.361218	0.772331	0.529445	0.341178	0.53815	0.974991	1.99523	2.33289	2.93128	1.81669	2.70821	2.66427	2.1589	2.79531	1.53138	2.958	0.777811	2.90639	3.56701	0.665139	35.728	70.8571	44.7391	28.7054	72.9154	67.1229	150.246	156.784	184.297	135.708	0.747595	0.52575	0.313158	0.746746	0.426378	0.700057	0.337135	0.625071	0.39269	0.321637	0.178253	5.24134	2.11376	0.220294	-1.28002	6.0616	5.05971	9.28788	10.7668	10.6764	0	0	0	0	0	0	0	0	0	0	4.67658	12.4522	6.70806	4.46834	3.92223	11.4308	12.5119	15.8887	18.1428	19.6677	29.3684	7.83333	17.2719	23.6316	24.9649	12.8246	12.0965	3.38596	0.00877193	0	0	0	0	0	0	0	0	0	0	0	0
"82"	24	2	0.377927	0.585481	0.486816	0.27834	0.564004	1.16283	2.13124	2.62426	3.00288	1.58921	2.47898	5.31195	1.53311	3.60338	0.707127	2.0655	0.930813	2.93202	3.05697	2.3289	35.3299	53.394	43.8219	20.3233	71.2012	110.604	175.994	191.318	207.669	129.659	0.457838	0.771647	0.302339	0.724958	0.31297	0.534522	0.309649	0.513016	0.614912	0.431871	-0.431854	6.76449	4.11058	0.32465	1.10932	2.0131	2.96687	8.80426	12.8957	10.4713	0	0	0	0	0	0	0	0	0	0	3.6958	11.9926	8.83579	3.62413	6.302	9.0417	12.1867	16.5204	20.3863	19.2089	19.9825	10.3333	19.0439	27.8596	22.114	22.386	8.38597	2.99123	0	0	0	0	0	0	0	0	0	0	0	0	0
"83"	25	2	0.555153	0.562799	0.460911	0.356767	0.739081	1.0994	1.46459	1.74688	3.32236	1.85018	2.07478	2.98551	2.46844	3.67508	2.24245	1.84257	3.26711	3.58708	1.86585	2.51121	31.9772	57.3636	36.4387	26.9835	74.8125	96.218	118.622	132.154	219.651	147.739	0.655631	0.556593	0.509942	0.596491	0.436717	0.490096	0.662573	0.825693	0.393275	0.319006	3.08979	7.54478	5.14915	1.63877	-1.70769	2.86176	4.67454	7.73221	12.3072	11.3735	0	0	0	0	0	0	0	0	0	0	7.33111	12.6413	9.33202	5.6608	3.8523	8.58992	11.708	13.3371	20.821	21.5725	24.8246	4.2193	16.3246	23.6754	20.5877	21.4649	11.3509	2.69298	0	0	0	0	0	0	0	0	0	0	0	0	0
"85"	27	2	0.257508	0.75646	0.525535	0.253152	0.635894	0.896246	1.9085	2.33029	2.83783	1.23486	1.70153	3.5125	2.77755	1.34769	0.720536	2.77551	2.22417	2.48641	2.91258	3.33343	32.9739	61.886	45.008	29.6285	84.4007	84.1139	144.174	164.71	193.882	83.288	0.616582	0.605263	0.545614	0.353707	0.150376	0.612903	0.496784	0.443124	0.53538	0.67193	-6.16994	8.09885	6.27699	1.37935	-2.88492	1.25303	4.9859	9.29671	10.2101	10.4854	2.19298	0	0	0	0	0	0	0	0	0	-0.71833	13.329	11.4757	5.46453	4.557	6.59039	12.3802	16.1462	17.5332	16.409	13.5439	1.27193	10.9298	29.693	18.807	27.6754	10.5702	2.69298	0.00877193	0.254386	0	0	0	0	0	0	0	0	0	0	0
"87"	29	2	0.374834	1.0757	0.483228	0.429994	0.472355	1.07364	2.41548	2.68839	2.62824	1.74694	1.3569	2.54826	2.12003	3.06427	2.66322	2.41895	0.928647	2.39299	3.54856	1.95103	39.0461	84.1447	44.5526	31.4008	46.2755	102.289	183.184	188.122	165.95	138.154	0.250141	0.373514	0.60731	0.667799	0.788221	0.555744	0.514328	0.536785	0.796491	0.226608	-4.65572	8.62601	4.39856	2.51403	0.0273319	0.112417	6.64899	6.40609	11.1156	7.21667	0	0	0	0	0	0	0	0	0	0	-0.833817	16.0934	10.1118	6.85463	4.08021	6.31993	15.2535	13.7448	17.0851	16.2895	11.6754	1.72807	12.7982	25.9386	19.8684	22.3509	4.99123	7.07895	0	0.385965	0	0	0	0	0	0	0	0	0	0	1
"88"	30	2	0.53288	0.985514	0.480428	0.390624	0.731307	0.975858	2.34604	2.47477	3.42862	1.66342	4.05367	3.98817	2.668	0.940825	3.02815	3.92642	0.626228	3.11797	0.932919	1.86727	29.3156	68.2398	44.1514	31.3446	61.1643	70.7581	183.327	167.082	212.939	121.142	0.790606	0.559989	0.50614	0.283248	0.632486	0.79202	0.20731	0.641483	0.32076	0.420468	4.31449	8.03143	3.78998	1.78475	1.62081	3.5776	4.57108	10.1049	11.5857	12.3187	0	0	0	0	0	0	0	0	0	0	8.08212	14.5753	8.11689	5.93362	6.6261	7.88691	14.0006	17.4881	18.9349	20.0642	22.7105	1.78947	18.7544	22.1053	25.5965	23.7193	4.07018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"89"	31	2	0.329221	0.879822	0.392278	0.350972	0.592275	1.39039	1.54773	4.11321	3.62246	1.52947	1.09336	2.71239	1.75323	2.93192	1.99516	2.53731	4.0795	1.14129	2.44618	2.13373	31.8694	71.2692	53.7014	25.5476	50.9162	100.273	121.382	258.728	231.194	107.243	0.445105	0.460668	0.309942	0.588851	0.610589	0.523203	0.614035	0.170911	0.453216	0.490643	1.33424	7.98698	1.22022	4.89115	1.81096	4.76718	3.7986	9.891	10.8849	10.5981	0	0	0	0	0	0	0	0	0	0	5.26606	14.3077	7.61737	7.74399	7.02084	12.5674	10.6032	20.41	19.92	17.2538	30.3246	2.34211	20.2807	25.9123	19.9035	10.5351	12.5175	0	0.210526	0	0	0	0	0	0	0	0	0	0	0	0
"90"	32	2	0.407295	1.2555	0.537912	0.435232	0.941231	1.71411	2.46884	3.87807	3.03955	2.05596	1.80202	1.4461	1.37786	2.97441	4.0275	0.575833	2.14314	0.3716	2.83087	1.79886	25.7464	86.5656	53.6537	27.712	64.2386	133.4	179.844	249.089	193.871	137.019	0.419072	0.423033	0.257895	0.37691	0.545113	0.246463	0.471053	0.127617	0.648246	0.371345	2.57506	8.51714	1.42387	1.37483	4.36804	3.4537	3.54994	9.27406	11.0149	10.4529	0	0	0	0	0	0	0	0	0	0	5.81361	16.2265	8.33233	6.43191	11.346	11.9221	12.4164	19.7793	18.2659	20.1354	26.8158	0.0175439	19.2281	16.4386	8.37719	10.8772	8.18421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"92"	34	2	0.448745	1.0552	0.545795	0.436722	0.780643	1.39503	2.48885	4.09656	3.49812	2.26648	0.33971	1.10725	2.73911	2.21066	1.54708	2.74937	1.33196	2.31087	4.25345	1.46116	46.3406	73.6216	42.5375	40.265	74.2526	102.66	175.672	248.848	208.865	141.893	0.238257	0.357951	0.612866	0.277589	0.356019	0.609791	0.482164	0.296548	0.500877	0.303801	-0.111593	6.50892	2.73467	0.178897	0.886122	3.70118	4.4481	9.68155	11.9396	10.439	0	0	0	0	0	0	0	0	0	0	4.62984	13.46	7.42567	4.72407	6.95855	10.1224	12.7119	19.2557	19.5295	21.3085	25.9912	5.73684	23.8421	25.3246	23.1579	14.2018	8.11403	0.0175439	0	0	0	0	0	0	0	0	0	0	0	0	0
"93"	35	2	0.501534	1.07383	0.456589	0.405943	0.702273	1.74526	2.24392	3.04038	4.00683	1.91957	2.84247	2.03991	3.52951	2.17002	0.660975	0.164786	1.70421	2.76561	1.4219	1.58084	46.5174	84.0461	34.9463	36.6537	70.549	152.057	165.157	208.549	244.798	123.908	0.672043	0.354556	0.816082	0.389643	0.387531	0.0147142	0.563743	0.595076	0.390058	0.348538	2.65549	4.52901	5.29974	1.33935	-0.191097	1.09413	6.64241	9.96033	11.8581	9.75208	0	0	0	0	0	0	0	0	0	0	7.70973	11.2826	10.0645	5.38877	3.04701	10.7	15.1076	17.7385	20.5743	17.9091	16.5965	11.1491	12.6316	25.386	25.5	14.3684	3.53509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"96"	38	2	0.499234	1.31565	0.597879	0.302584	0.624353	1.41808	2.78485	2.86673	4.11714	1.87287	1.21594	0.758248	0.577429	1.96812	1.89999	0.821427	0.302033	2.468	1.17195	3.25482	39.9924	88.9648	54.071	32.2784	63.2353	132.394	208.057	198.746	256.26	127.373	0.282117	0.228919	0.218421	0.448783	0.468845	0.217035	0.14883	0.454443	0.287719	0.512281	0.217358	9.51662	3.68289	-0.169053	-0.720699	0.597876	3.9918	7.16553	11.3445	9.69314	0	0	0	0	0	0	0	0	0	0	3.73776	17.0976	9.32129	3.80511	3.18827	8.22198	14.692	14.2367	20.4112	17.2582	24.6316	0.798246	18.7018	23.8509	22.9825	20.7018	6.16667	2.97368	0	0	0	0	0	0	0	0	0	0	0	0	0
